RID,GroupAssignment,Age_Yrs,Year_of_Study,Live_Pets,Consumer_BARK,S1_1,HO1_1,HO1_2,L1_1,L1_2,L1_3,L1_4,L1_5,L1_6,L1_7,L1_8,L1_9,L1_10,L1_11,L1_12,L1_13,L1_14,L1_15,L1_16,L1_17,L1_18,L1_19,L1_20,PN1_1,PN1_2,PN1_3,PN1_4,PN1_5,PN1_6,PN1_7,PN1_8,PN1_9,PN1_10,HA1_1,HA1_2,HA1_3,HA1_4,SC1_1,SC1_2,SC1_3,SC1_4,SC1_5,SC1_6,SC1_7,SC1_8,SC1_9,SC1_10,SC1_11,SC1_12,SC1_13,SC1_14,SC1_15,SC1_16,SC1_17,SC1_18,SC1_19,SC1_20,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,S2_1,HO2_1,HO2_2,L2_1,L2_2,L2_3,L2_4,L2_5,L2_6,L2_7,L2_8,L2_9,L2_10,L2_11,L2_12,L2_13,L2_14,L2_15,L2_16,L2_17,L2_18,L2_19,L2_20,PN2_1,PN2_2,PN2_3,PN2_4,PN2_5,PN2_6,PN2_7,PN2_8,PN2_9,PN2_10,HA2_1,HA2_2,HA2_3,HA2_4,SC2_1,SC2_2,SC2_3,SC2_4,SC2_5,SC2_6,SC2_7,SC2_8,SC2_9,SC2_10,SC2_11,SC2_12,SC2_13,SC2_14,SC2_15,SC2_16,SC2_17,SC2_18,SC2_19,SC2_20,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F2_8
119,Direct,19,2,1,1,4,1,3,3,2,2,2,4,3,2,3,4,4,2,2,2,3,3,3,2,3,4,4,2,1,4,3,2,4,4,4,2,4,4,4,4,2,4,4,2,5,5,4,3,5,1,5,4,5,2,4,2,5,1,2,5,2,5,6,5,6,6,6,6,6,3,1,3,sometimes,rarely,rarely,rarely,often,often,rarely,rarely,often,often,rarely,rarely,sometimes,rarely,sometimes,sometimes,rarely,sometimes,sometimes,sometimes,1,1,4,2,3,4,3,3,2,4,4,4,4,2,4,4,3,5,5,3,2,5,2,5,2,5,2,4,4,5,2,2,5,2,5,5,5,5,5,6,6,6
120,Indirect,19,1,2,1,4,3,2,3,3,2,4,3,3,2,4,2,3,3,1,3,3,4,4,4,3,3,3,1,2,4,4,5,4,5,5,3,4,4,2,2,4,4,5,2,3,5,5,4,4,6,6,5,5,5,4,3,4,6,5,5,4,6,6,5,5,7,5,7,5,2,2,2,sometimes,rarely,rarely,sometimes,rarely,sometimes,rarely,sometimes,sometimes,sometimes,sometimes,rarely,often,sometimes,often,sometimes,often,sometimes,sometimes,sometimes,1,2,4,2,5,3,5,5,2,4,4,2,3,4,5,5,2,4,4,2,4,5,strongly agree,4,4,5,5,4,2,5,strongly agree,4,strongly agree,strongly disagree,6,6,7,5,7,6,7,5
121,Control,18,1,2,1,2,2,4,3,2,2,2,4,4,2,2,3,3,2,1,2,1,3,3,1,2,3,3,1,1,4,1,3,3,4,4,2,3,4,4,3,2,5,5,2,6,6,3,3,6,2,5,2,5,2,6,3,6,1,2,6,2,7,7,7,7,7,7,7,7,1,1,1,sometimes,never,rarely,rarely,often,often,rarely,rarely,often,sometimes,rarely,never,rarely,never,sometimes,sometimes,never,rarely,often,often,1,1,3,1,4,1,2,2,1,4,4,5,4,2,strongly agree,5,strongly disagree,strongly agree,5,2,2,strongly agree,strongly disagree,5,strongly disagree,strongly agree,strongly disagree,strongly agree,4,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,7,6,7,7,7,7,7,7
122,Direct,18,1,2,1,3,2,4,4,1,1,1,4,4,1,2,3,4,1,1,1,1,4,4,2,2,4,4,1,1,4,1,3,2,4,4,1,5,5,4,4,1,4,4,2,4,6,2,1,4,1,5,1,5,1,6,2,5,1,1,6,1,7,6,6,6,6,6,7,6,1,2,4,often,never,never,never,often,often,never,never,sometimes,often,never,never,never,never,often,often,rarely,rarely,often,often,1,1,4,1,3,1,4,4,1,5,5,4,5,1,4,5,strongly disagree,5,strongly agree,2,strongly disagree,5,strongly disagree,strongly agree,2,strongly agree,strongly disagree,strongly agree,2,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,7,7,6,6,6,6,6,6
123,Indirect,18,1,1,1,3,1,3,3,1,1,2,2,3,2,2,3,3,2,1,1,2,3,4,2,2,4,4,2,1,3,2,4,3,3,3,1,2,4,3,4,2,5,4,2,4,4,3,2,3,2,5,2,4,2,4,3,5,2,2,3,2,5,5,4,5,5,7,6,6,2,1,4,sometimes,rarely,never,never,sometimes,often,rarely,never,sometimes,sometimes,rarely,never,never,never,often,often,rarely,rarely,often,often,1,1,2,1,4,2,4,2,1,4,4,4,4,1,4,4,2,5,4,2,strongly disagree,5,2,5,2,5,2,5,3,5,2,2,5,2,6,6,5,6,6,7,5,6
124,Control,18,2,2,4,5,4,3,3,2,3,2,3,2,2,4,2,4,2,2,3,3,3,4,4,3,4,4,3,3,5,1,3,1,5,5,3,2,2,1,1,5,2,4,2,1,5,2,3,2,2,6,2,4,1,4,2,4,1,4,6,1,7,7,6,5,7,6,7,7,3,5,4,sometimes,rarely,rarely,rarely,sometimes,sometimes,rarely,sometimes,rarely,sometimes,rarely,rarely,sometimes,rarely,sometimes,often,often,sometimes,often,often,3,3,5,1,5,4,5,5,3,2,2,1,2,5,2,4,2,strongly disagree,5,strongly disagree,3,2,2,4,2,3,2,4,strongly disagree,2,strongly disagree,strongly disagree,5,strongly disagree,7,7,6,5,6,6,6,6
125,Direct,19,2,2,2,2,3,3,3,2,2,2,3,3,2,2,3,3,2,2,2,2,4,4,3,3,3,3,2,1,2,2,3,2,4,3,2,4,4,4,4,2,4,4,2,5,4,4,2,5,2,4,2,4,3,4,2,5,2,2,4,2,5,5,6,6,5,5,6,6,1,2,3,sometimes,rarely,rarely,never,sometimes,sometimes,rarely,rarely,sometimes,sometimes,rarely,rarely,rarely,rarely,often,sometimes,rarely,sometimes,sometimes,sometimes,1,1,2,1,4,2,4,3,1,4,4,4,4,2,4,4,2,4,4,2,2,5,2,4,2,4,3,4,2,4,2,2,5,2,6,6,6,5,6,6,6,6
126,Indirect,18,1,1,1,4,1,5,4,2,2,3,3,4,2,1,4,3,2,1,2,,3,3,2,2,3,3,1,1,3,2,4,4,4,3,3,5,5,4,4,2,4,5,2,3,5,1,3,5,2,4,3,5,2,4,2,5,1,1,4,1,6,5,5,6,6,7,6,5,3,1,4,sometimes,never,rarely,rarely,sometimes,often,rarely,never,often,sometimes,rarely,never,rarely,rarely,sometimes,sometimes,rarely,sometimes,sometimes,sometimes,2,1,3,1,4,3,4,3,2,4,5,4,4,2,3,5,2,4,5,2,strongly disagree,strongly agree,2,4,2,5,strongly disagree,4,2,5,strongly disagree,2,5,strongly disagree,6,5,6,6,6,6,7,6
127,Control,18,1,2,1,4,1,4,4,2,2,2,3,4,2,2,4,4,2,3,3,2,4,3,1,1,4,4,1,1,4,1,3,3,2,2,1,2,5,4,5,1,5,5,2,5,5,2,1,5,1,5,2,6,2,3,1,6,1,1,6,1,6,6,5,5,7,6,7,6,4,1,4,often,never,rarely,rarely,sometimes,sometimes,never,rarely,often,sometimes,rarely,sometimes,rarely,never,often,sometimes,rarely,rarely,often,often,1,1,4,1,1,1,2,3,1,1,4,4,5,1,5,5,strongly disagree,5,4,2,strongly disagree,5,strongly disagree,strongly agree,2,5,strongly disagree,4,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,6,6,5,5,6,6,7,6
128,Direct,21,4,2,1,3,2,5,3,2,1,1,4,3,1,2,4,4,1,1,1,1,4,3,3,2,4,4,1,1,2,1,3,4,4,3,1,3,4,4,2,2,4,5,1,4,6,1,1,4,1,4,3,5,2,4,1,5,1,1,6,1,7,5,6,6,7,6,7,7,1,2,5,often,never,never,never,sometimes,often,never,rarely,often,often,never,never,never,never,often,often,never,never,often,often,1,1,2,1,4,2,5,4,1,4,4,4,4,2,strongly agree,5,strongly disagree,4,5,strongly disagree,strongly disagree,4,strongly disagree,5,strongly disagree,4,strongly disagree,5,strongly disagree,5,strongly disagree,strongly disagree,strongly agree,strongly disagree,7,6,6,5,6,6,7,7
129,Indirect,21,3,2,1,2,3,4,2,3,2,3,4,2,2,1,3,3,2,2,2,2,3,3,4,3,3,3,3,2,3,2,3,4,3,3,2,3,3,3,4,4,4,5,1,2,4,4,3,5,3,5,3,5,2,3,2,4,2,3,6,1,6,6,4,7,6,7,6,6,1,2,5,often,never,never,never,often,sometimes,rarely,rarely,often,sometimes,rarely,never,sometimes,sometimes,often,often,sometimes,sometimes,sometimes,sometimes,3,3,4,3,4,4,4,4,2,4,4,4,4,2,4,4,strongly disagree,4,4,3,4,5,3,5,3,4,2,4,4,5,3,3,strongly agree,2,6,6,5,7,6,7,7,7
130,Control,18,1,1,1,4,1,3,3,3,2,3,1,3,2,2,3,4,3,3,3,2,4,2,4,3,3,3,4,1,3,4,3,4,4,4,3,2,3,3,2,3,3,5,4,3,4,2,3,3,2,3,2,4,4,4,2,4,4,4,3,5,4,5,5,6,5,5,3,4,3,1,2,sometimes,rarely,rarely,sometimes,rarely,sometimes,rarely,rarely,sometimes,often,rarely,rarely,rarely,rarely,often,sometimes,sometimes,sometimes,often,often,2,1,1,1,3,1,3,2,1,2,3,3,3,2,4,4,3,4,4,2,3,4,3,4,3,4,3,4,2,4,2,3,3,4,4,6,5,6,5,5,4,4
131,Direct,19,1,2,1,4,3,2,2,4,3,3,3,2,3,2,3,4,3,1,4,4,2,3,2,4,4,3,2,1,2,3,3,2,3,3,5,2,1,1,1,2,1,1,2,1,3,1,3,5,4,6,4,3,1,3,3,2,6,3,6,3,4,3,3,2,4,5,3,7,3,4,4,sometimes,rarely,sometimes,sometimes,sometimes,often,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,rarely,sometimes,rarely,sometimes,rarely,rarely,rarely,2,1,4,1,2,2,2,2,3,2,2,2,1,2,4,4,2,2,3,3,4,5,4,3,4,3,2,3,4,4,4,3,4,4,5,5,5,4,4,6,1,6
132,Indirect,19,1,2,1,3,3,2,4,3,2,3,4,3,2,3,3,3,2,2,2,2,3,3,3,2,4,4,2,1,3,3,4,4,4,3,2,2,4,3,2,3,2,4,2,4,5,,1,2,3,5,2,5,2,5,3,5,2,2,6,2,6,6,5,6,6,6,6,6,2,2,3,often,sometimes,rarely,rarely,often,sometimes,rarely,rarely,rarely,often,rarely,rarely,rarely,sometimes,often,often,sometimes,rarely,often,often,1,1,3,1,4,3,4,3,1,2,4,3,2,3,2,5,strongly disagree,5,5,3,2,3,3,5,2,5,2,5,2,5,2,2,strongly agree,strongly disagree,6,6,6,6,6,6,6,6
133,Control,19,2,2,2,3,3,4,3,2,3,2,4,3,2,3,4,4,2,1,2,1,3,4,2,3,4,4,2,2,3,1,4,2,4,3,2,4,4,4,4,2,5,4,2,5,5,2,2,5,2,5,2,5,2,4,2,5,2,2,5,2,5,6,6,6,6,7,6,7,2,3,2,rarely,rarely,never,rarely,sometimes,often,sometimes,rarely,often,sometimes,rarely,rarely,never,never,often,often,rarely,rarely,often,rarely,2,2,3,1,4,3,4,4,2,4,4,4,4,2,3,3,2,3,4,3,2,4,2,5,2,5,3,4,2,4,2,2,5,2,5,6,6,6,6,6,6,6
134,Direct,24,2,1,2,2,4,2,4,2,1,2,4,4,1,1,4,3,2,2,2,3,4,4,3,2,4,4,1,1,3,1,4,1,4,3,1,4,4,3,3,1,4,5,1,5,4,2,1,6,2,5,2,6,1,2,4,6,1,1,6,1,6,6,5,5,7,7,7,7,1,2,4,often,never,never,rarely,often,often,never,never,often,often,never,rarely,never,rarely,often,often,sometimes,never,often,often,1,1,5,1,4,1,5,4,1,5,4,4,4,1,strongly agree,5,strongly disagree,strongly agree,5,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,4,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,7,7,6,6,7,7,7,7
135,Indirect,18,1,2,1,3,2,4,4,3,1,2,4,4,1,1,3,4,2,2,1,2,3,4,2,1,4,4,2,2,2,2,3,4,3,2,2,3,3,4,3,3,2,4,1,3,6,2,1,3,2,6,2,6,2,5,3,6,1,2,6,1,5,7,3,5,4,4,4,6,2,2,4,often,never,never,rarely,often,often,never,never,sometimes,often,never,rarely,never,rarely,rarely,often,rarely,never,often,often,1,1,1,1,4,2,3,3,1,3,3,4,4,2,2,5,strongly disagree,3,strongly agree,2,strongly disagree,3,2,strongly agree,2,5,2,5,strongly disagree,5,strongly disagree,2,strongly agree,2,5,6,5,6,5,4,4,5
136,Control,18,1,2,1,3,1,4,3,2,3,4,4,3,1,3,1,3,2,2,3,3,2,3,4,3,3,4,1,2,5,1,2,5,3,5,3,2,2,1,1,5,1,5,1,3,4,1,5,2,3,4,5,3,1,3,2,5,3,6,6,4,6,6,3,6,4,3,3,3,3,1,3,sometimes,sometimes,often,often,rarely,sometimes,sometimes,rarely,rarely,sometimes,rarely,never,often,sometimes,sometimes,sometimes,often,often,sometimes,sometimes,1,1,5,1,1,2,2,5,1,1,1,2,2,5,strongly disagree,4,strongly disagree,2,2,2,4,2,4,5,3,3,2,strongly agree,3,4,4,4,strongly agree,4,5,5,2,4,3,3,3,3
137,Direct,22,3,,3,2,2,2,1,1,3,4,3,2,1,3,3,2,2,3,2,4,3,4,4,3,4,3,3,2,3,3,4,3,5,3,3,3,4,3,4,2,3,3,2,4,4,2,3,5,4,5,3,3,2,6,4,6,2,3,6,1,5,7,5,7,6,6,6,6,2,4,2,sometimes,sometimes,rarely,rarely,often,often,sometimes,never,rarely,rarely,rarely,sometimes,sometimes,rarely,often,sometimes,often,sometimes,often,rarely,2,1,3,3,3,2,5,5,2,5,4,4,4,2,5,3,strongly disagree,strongly agree,5,3,3,5,2,4,4,strongly agree,strongly disagree,strongly agree,5,strongly agree,2,3,strongly agree,strongly disagree,6,6,5,7,6,6,6,5
138,Indirect,20,3,2,1,3,3,2,2,4,3,4,2,2,3,3,2,3,3,2,4,3,2,2,4,3,3,3,2,1,5,1,2,3,5,4,1,2,2,2,2,4,2,4,3,2,4,3,3,2,4,4,4,3,5,2,5,4,4,4,3,4,6,3,4,3,7,6,5,5,3,2,2,rarely,often,sometimes,often,rarely,rarely,sometimes,sometimes,rarely,rarely,sometimes,sometimes,sometimes,sometimes,rarely,rarely,often,sometimes,sometimes,sometimes,2,1,4,1,3,2,5,4,2,2,2,2,2,4,2,3,4,2,2,4,3,2,5,4,4,3,5,3,4,3,5,4,3,4,6,4,4,3,7,6,5,4
139,Control,19,2,2,2,3,4,4,4,3,2,3,4,4,2,2,4,4,3,2,4,3,4,3,2,3,4,4,1,1,3,1,3,2,4,4,1,3,4,3,4,3,5,5,2,5,5,3,3,4,3,5,2,5,2,5,2,6,1,2,6,1,5,6,6,6,7,6,6,6,2,2,4,often,rarely,rarely,sometimes,often,often,rarely,rarely,often,often,rarely,rarely,,rarely,often,often,rarely,rarely,often,often,1,1,4,1,4,1,4,4,1,,4,3,4,2,5,5,strongly disagree,strongly agree,5,2,3,5,2,4,2,strongly agree,2,strongly agree,2,5,strongly disagree,2,strongly agree,2,5,6,6,7,7,6,6,6
140,Direct,20,2,1,2,5,1,3,3,2,4,4,3,2,4,4,2,2,4,3,2,3,2,2,3,3,2,2,4,3,1,4,1,5,1,2,4,1,2,3,3,5,1,4,2,5,4,2,5,3,6,3,3,2,4,1,6,3,4,4,4,4,6,3,6,5,7,5,6,5,1,1,3,sometimes,rarely,rarely,rarely,often,often,sometimes,rarely,often,rarely,sometimes,sometimes,sometimes,sometimes,often,often,never,rarely,often,often,1,1,1,1,3,1,2,2,1,4,4,4,3,3,strongly agree,5,4,strongly agree,5,2,strongly disagree,strongly agree,strongly disagree,5,strongly disagree,5,2,5,5,strongly agree,strongly disagree,2,5,strongly disagree,7,7,7,7,7,6,6,6
141,Indirect,18,1,2,1,3,4,4,4,3,3,3,3,4,3,4,4,3,3,3,3,2,4,4,3,3,4,4,2,1,1,3,4,3,4,4,1,5,4,5,4,3,5,4,2,5,5,4,5,5,3,5,4,5,2,5,4,5,1,3,5,1,7,7,7,6,6,6,6,6,4,4,4,often,sometimes,sometimes,rarely,often,often,rarely,rarely,often,often,rarely,rarely,rarely,sometimes,often,rarely,sometimes,sometimes,sometimes,sometimes,4,2,1,1,4,2,4,4,1,4,4,4,4,2,5,5,2,5,5,2,3,4,2,5,2,5,2,5,2,5,strongly disagree,2,5,2,6,6,6,6,6,6,6,6
142,Control,18,1,2,1,5,4,3,3,3,4,4,4,4,1,4,3,4,2,,3,3,2,4,3,2,3,4,5,1,2,1,1,4,1,1,3,2,3,4,3,4,1,5,1,3,5,2,3,1,4,5,4,6,1,4,2,5,2,1,6,2,6,6,2,6,6,5,5,7,4,3,4,often,sometimes,rarely,often,often,sometimes,never,sometimes,sometimes,often,rarely,never,rarely,rarely,sometimes,often,often,sometimes,often,often,3,1,1,1,3,3,3,4,1,4,2,5,1,4,2,5,strongly disagree,4,5,strongly disagree,2,3,2,5,3,5,strongly agree,4,3,5,strongly disagree,strongly disagree,5,2,6,6,4,5,6,5,5,6
143,Direct,20,2,2,1,2,2,3,1,1,1,2,4,3,1,1,3,4,1,2,2,1,2,3,1,1,4,2,2,1,1,2,3,4,4,3,4,3,3,2,2,3,2,3,1,5,6,2,2,5,1,4,3,4,4,4,2,5,1,1,3,2,4,6,5,5,5,4,5,7,2,1,3,rarely,never,never,rarely,sometimes,sometimes,never,rarely,sometimes,often,rarely,often,rarely,rarely,sometimes,often,rarely,rarely,often,often,2,1,1,2,3,2,3,3,4,3,3,2,2,2,4,4,3,4,4,strongly disagree,2,4,strongly disagree,5,strongly disagree,4,4,4,2,4,2,2,3,strongly disagree,5,5,5,6,5,4,4,6
144,Indirect,21,4,2,1,4,1,5,3,3,3,3,2,3,2,2,4,3,3,2,2,2,3,4,1,3,2,3,2,1,4,1,5,3,5,4,1,3,3,2,4,2,6,5,4,5,3,1,4,6,2,5,3,5,4,3,1,5,1,2,4,1,6,6,7,5,5,4,7,6,4,3,5,often,rarely,never,rarely,sometimes,often,never,sometimes,often,often,rarely,rarely,never,rarely,often,often,never,rarely,often,often,1,1,3,1,5,3,5,5,1,3,4,2,4,2,strongly agree,strongly agree,2,5,strongly agree,strongly disagree,2,strongly agree,2,strongly agree,2,5,strongly disagree,4,strongly disagree,strongly agree,strongly disagree,strongly disagree,4,strongly disagree,7,7,7,6,6,5,7,6
145,Control,20,2,1,1,5,1,2,3,3,3,4,3,3,4,2,2,2,2,4,3,3,3,2,4,4,3,3,2,1,4,1,1,5,4,4,4,4,4,3,2,2,1,5,5,2,4,2,4,4,2,4,4,5,1,5,4,5,2,4,3,1,4,5,5,6,6,7,7,4,5,1,2,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,often,rarely,rarely,sometimes,rarely,sometimes,often,rarely,often,sometimes,often,sometimes,sometimes,sometimes,3,1,4,1,1,5,4,4,4,2,4,3,2,2,strongly disagree,4,4,2,4,4,4,5,2,5,4,strongly agree,5,5,4,3,2,5,2,3,4,5,5,7,6,7,7,4
146,Direct,30,2,1,1,2,1,1,4,1,1,1,4,3,1,2,2,3,2,1,4,1,4,2,3,2,4,4,1,3,3,1,2,2,3,3,1,2,4,3,3,3,4,2,2,4,4,3,1,3,2,2,3,4,3,2,3,4,2,2,5,2,2,4,6,5,6,6,7,4,1,1,2,sometimes,never,never,never,sometimes,sometimes,never,rarely,sometimes,sometimes,rarely,rarely,sometimes,rarely,often,sometimes,often,rarely,often,often,1,2,3,1,3,1,3,4,1,3,4,3,3,2,4,4,2,4,2,2,2,3,2,3,2,4,2,3,2,4,2,2,5,2,3,4,5,5,6,6,6,4
147,Indirect,21,2,2,1,2,3,2,4,3,1,2,4,4,2,3,3,4,2,1,3,1,4,3,3,2,4,4,2,1,4,1,3,1,4,3,1,5,4,4,4,2,2,4,2,4,6,4,3,4,3,4,2,6,2,2,5,5,4,2,4,2,6,5,6,5,7,7,6,6,2,2,3,sometimes,rarely,rarely,sometimes,often,sometimes,rarely,rarely,sometimes,sometimes,rarely,never,rarely,rarely,often,sometimes,rarely,rarely,often,often,2,1,4,1,3,1,4,4,2,4,4,3,4,2,3,5,3,5,5,2,3,4,2,5,2,5,3,4,2,5,2,3,4,2,6,6,6,6,7,6,6,6
148,Control,18,1,2,1,5,5,3,1,4,4,4,3,2,4,4,3,2,3,4,4,4,2,1,2,4,2,2,4,1,1,1,1,3,2,2,1,2,3,1,3,3,3,3,4,5,3,4,4,3,4,3,4,4,3,2,5,4,4,4,3,4,4,4,4,5,6,5,5,5,4,4,2,sometimes,often,often,often,sometimes,sometimes,often,sometimes,often,rarely,sometimes,often,often,sometimes,rarely,sometimes,never,often,sometimes,rarely,2,1,1,1,2,1,2,2,1,1,5,2,4,3,5,4,4,5,4,4,4,4,4,4,4,4,3,3,4,5,3,4,3,3,5,5,5,5,6,6,6,6
149,Direct,19,2,2,2,2,1,4,4,1,1,2,4,4,1,2,4,4,1,1,1,1,4,4,2,1,4,4,1,1,2,1,3,2,2,4,1,4,5,4,4,2,4,4,2,5,6,1,1,5,1,5,2,5,2,5,1,5,1,2,5,1,5,6,6,6,7,6,5,6,1,1,4,often,never,never,never,often,often,never,never,often,often,never,never,never,never,often,often,rarely,never,often,often,1,1,2,1,3,2,3,4,1,4,5,4,5,1,4,4,strongly disagree,5,strongly agree,strongly disagree,strongly disagree,5,strongly disagree,5,2,5,2,5,strongly disagree,5,strongly disagree,2,strongly agree,strongly disagree,5,6,6,6,7,6,6,6
150,Indirect,23,4,2,1,3,2,4,3,2,3,3,3,3,3,2,3,2,2,2,3,3,2,1,3,3,4,3,2,2,3,1,2,2,3,3,2,2,4,4,4,2,2,4,3,2,4,2,2,4,2,4,4,4,2,5,4,4,5,2,5,1,5,5,5,6,5,6,6,5,2,2,4,sometimes,rarely,rarely,sometimes,sometimes,sometimes,rarely,rarely,sometimes,sometimes,rarely,rarely,sometimes,rarely,sometimes,never,sometimes,rarely,sometimes,often,2,1,2,1,3,2,3,4,2,2,4,4,4,2,2,4,3,3,2,2,4,4,2,4,2,5,3,4,3,5,4,3,4,strongly disagree,6,5,6,5,5,5,5,6
151,Control,18,1,2,2,3,1,4,4,2,2,2,4,4,1,2,3,4,2,1,2,2,4,3,1,2,4,4,1,1,2,2,4,3,4,4,2,5,4,3,4,1,4,4,2,5,5,3,2,4,2,5,3,5,2,4,2,5,2,2,5,2,5,6,6,5,6,6,5,5,3,1,4,sometimes,never,never,rarely,often,sometimes,never,rarely,often,sometimes,never,never,rarely,never,often,often,rarely,rarely,often,often,2,1,3,2,4,2,4,3,1,4,4,3,4,1,4,4,5,5,5,2,2,5,2,5,2,4,2,4,2,5,strongly disagree,2,5,2,5,6,6,5,6,5,5,4
152,Direct,19,2,2,1,4,2,5,3,3,1,2,4,4,2,1,4,4,1,2,2,1,3,4,2,2,4,4,1,1,3,2,3,3,4,4,1,4,4,4,3,2,3,4,2,5,5,2,1,4,1,6,1,5,4,5,2,6,1,3,6,1,5,7,5,6,6,7,7,6,3,4,5,often,rarely,never,rarely,often,often,never,never,often,often,never,never,rarely,never,rarely,often,never,rarely,often,often,1,1,3,2,3,1,4,5,1,3,4,4,4,1,3,5,2,5,5,strongly disagree,2,4,strongly disagree,strongly agree,2,4,4,strongly agree,strongly disagree,5,strongly disagree,strongly disagree,5,strongly disagree,6,7,5,5,5,7,6,5
153,Indirect,19,2,2,1,3,1,3,4,2,2,2,4,3,1,2,3,3,2,2,3,1,4,4,2,2,4,4,2,1,3,1,3,2,4,4,2,3,4,4,3,2,5,4,2,5,5,2,2,5,1,6,2,6,1,5,2,6,1,2,5,2,6,6,6,6,7,6,7,6,2,1,4,sometimes,never,never,rarely,often,sometimes,never,rarely,sometimes,sometimes,never,rarely,rarely,never,often,often,rarely,rarely,often,often,1,1,3,1,4,2,4,4,1,3,4,4,4,2,strongly agree,5,2,strongly agree,5,strongly disagree,strongly disagree,5,2,5,3,5,2,5,2,strongly agree,strongly disagree,strongly disagree,5,strongly disagree,6,7,6,5,7,6,7,6
154,Control,23,3,1,1,2,3,4,4,2,3,3,4,4,2,2,4,4,1,1,2,1,3,2,1,2,4,4,2,2,2,2,4,3,4,4,4,2,5,5,4,4,5,4,2,5,5,2,2,5,1,4,2,5,1,5,2,5,2,2,5,1,6,6,5,6,6,6,6,6,2,2,4,often,rarely,rarely,rarely,often,often,rarely,rarely,often,often,rarely,never,rarely,rarely,sometimes,sometimes,never,rarely,sometimes,sometimes,2,2,3,2,4,3,4,3,4,2,4,5,4,4,5,4,2,5,4,2,2,4,strongly disagree,5,2,5,2,4,2,5,strongly disagree,2,5,2,6,6,6,6,6,6,6,6
155,Direct,18,1,1,1,2,1,2,3,2,2,4,3,3,2,2,3,3,3,1,2,3,3,3,4,2,4,4,2,1,1,1,3,4,3,4,1,3,4,3,3,3,1,4,1,3,5,2,3,5,3,6,2,6,1,5,2,5,3,2,6,2,6,6,4,5,6,7,7,6,1,1,3,sometimes,rarely,rarely,sometimes,sometimes,sometimes,never,rarely,sometimes,sometimes,rarely,never,rarely,sometimes,sometimes,often,often,rarely,often,often,1,1,1,1,4,1,4,4,1,3,4,3,4,3,2,4,strongly disagree,3,5,2,3,5,2,,2,5,2,5,3,4,3,3,5,2,5,5,4,5,6,7,7,6
156,Indirect,21,4,1,2,4,4,3,3,3,2,3,3,2,2,3,2,3,2,2,2,1,3,3,4,4,3,3,2,2,4,2,2,4,4,3,2,3,3,4,3,3,1,4,2,2,4,2,3,3,2,4,3,5,2,4,3,5,3,2,5,3,6,5,3,5,6,6,6,6,4,3,3,sometimes,sometimes,rarely,sometimes,sometimes,sometimes,rarely,rarely,sometimes,rarely,rarely,never,rarely,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,often,2,2,3,1,2,3,4,4,2,4,4,4,4,2,4,4,2,4,4,3,4,4,3,5,3,5,5,5,4,5,2,4,strongly agree,3,6,5,3,5,6,6,6,6
157,Control,18,1,2,1,5,3,1,2,4,3,4,2,2,2,2,3,2,3,2,4,3,2,2,4,4,2,2,3,1,4,3,3,4,2,2,4,3,3,2,2,4,3,2,5,4,2,4,4,3,4,3,4,3,5,3,4,3,5,5,2,5,4,3,3,5,5,4,4,4,5,4,1,rarely,often,often,often,rarely,rarely,sometimes,sometimes,rarely,rarely,sometimes,sometimes,sometimes,sometimes,rarely,sometimes,often,often,often,rarely,4,1,3,1,3,4,2,2,4,3,3,2,2,4,3,3,4,3,3,4,5,3,4,2,4,4,3,3,4,3,5,4,2,4,4,4,3,5,4,4,4,4
158,Direct,20,3,2,1,4,4,2,3,2,2,3,3,3,4,4,3,3,3,3,4,2,3,2,4,3,3,3,1,1,3,2,4,3,2,2,2,2,4,5,4,4,2,2,2,3,3,2,5,6,5,4,4,5,3,3,4,5,2,3,5,2,6,6,6,5,6,7,6,6,2,1,4,rarely,rarely,rarely,sometimes,often,sometimes,rarely,sometimes,often,sometimes,sometimes,sometimes,sometimes,rarely,often,rarely,often,sometimes,sometimes,sometimes,2,1,2,2,4,2,2,3,2,3,5,5,4,3,2,4,2,4,4,2,3,,5,5,3,4,2,4,3,5,2,2,5,2,7,7,6,5,6,7,6,6
