Serial,Gender,Ethinicity,Minority,Deprived
1103879,Male,White,no,no
1103892,Male,White,no,no
1103906,Male,White,no,no
1103913,Male,White,no,no
1103927,Male,White,no,no
1103933,Male,Other or unknown,yes,no
1103934,Male,White,no,no
1103941,Male,White,no,no
1103959,Male,White,no,no
1103964,Male,White,no,no
1103967,Male,White,no,no
1103969,Male,White,no,no
1103977,Male,Other or unknown,yes,no
1103995,Male,White,no,no
1104015,Male,White,no,no
1104026,Male,White,no,no
1104031,Male,White,no,no
1104036,Male,White,no,no
1104038,Male,White,no,no
1109535,Male,White,no,yes
1109555,Male,White,no,yes
1109563,Male,Other or unknown,yes,yes
1109572,Male,White,no,yes
1109577,Male,White,no,yes
1111028,Male,White,no,no
1111032,Male,White,no,no
1111531,Male,Other or unknown,yes,no
1111532,Male,Other or unknown,yes,no
1112939,Male,Asian,yes,yes
1112942,Male,Asian,yes,yes
1112945,Male,Asian,yes,yes
1113292,Male,White,no,yes
1113302,Male,White,no,yes
1082216,Male,White,no,no
1082218,Male,Mixed,yes,no
1082221,Male,White,no,no
1088470,Male,White,no,no
1088471,Male,White,no,no
1088486,Male,White,no,no
1088496,Male,White,no,no
1088497,Male,White,no,no
1088504,Male,White,no,no
1088508,Male,White,no,no
1088512,Male,White,no,no
1088519,Male,White,no,no
1088524,Male,White,no,no
1088527,Male,White,no,no
1088528,Male,White,no,no
1088533,Male,Other or unknown,yes,no
1088554,Male,White,no,no
1088569,Male,White,no,no
1088570,Male,White,no,no
1088573,Male,White,no,no
1088594,Male,White,no,no
1088596,Male,White,no,no
1088605,Male,White,no,no
1088616,Male,White,no,no
1088622,Male,White,no,no
1088630,Male,White,no,no
1088644,Male,White,no,no
1088659,Male,White,no,no
1088669,Male,White,no,no
1088670,Male,White,no,no
1088689,Male,White,no,no
1088698,Male,White,no,no
1088757,Male,White,no,no
1088788,Male,White,no,no
1088792,Male,Other or unknown,yes,no
1088805,Male,White,no,no
1088808,Male,White,no,no
1088814,Male,White,no,no
1088823,Male,White,no,no
1100197,Male,White,no,yes
1100202,Male,White,no,yes
1100219,Male,White,no,yes
1100220,Male,White,no,yes
1100243,Male,White,no,yes
1100247,Male,White,no,yes
1100254,Male,White,no,yes
1103316,Male,White,no,no
1103321,Male,White,no,no
1103324,Male,Other or unknown,yes,no
1111286,Male,White,no,yes
1098622,Male,White,no,no
1098643,Male,White,no,no
1098652,Male,White,no,no
1098655,Male,White,no,no
1098664,Male,White,no,no
1098680,Male,White,no,no
1098684,Male,White,no,no
1098707,Male,White,no,no
1098716,Male,White,no,no
1098737,Male,White,no,no
1098742,Male,White,no,no
1098757,Male,White,no,no
1098805,Male,White,no,no
1102811,Male,White,no,yes
1102833,Male,White,no,yes
1102839,Male,White,no,yes
1102840,Male,White,no,yes
1102857,Male,White,no,yes
1102859,Male,White,no,yes
1102878,Male,White,no,yes
1102886,Male,White,no,yes
1102901,Male,White,no,yes
1102907,Male,White,no,yes
1102919,Male,White,no,yes
1102926,Male,White,no,yes
1102930,Male,White,no,yes
1102936,Male,White,no,yes
1102942,Male,White,no,yes
1102951,Male,White,no,yes
1108095,Male,White,no,no
1108100,Male,White,no,no
1110879,Male,White,no,yes
1069885,Male,White,no,no
1069907,Male,White,no,no
1069938,Male,White,no,no
1069949,Male,White,no,no
1069952,Male,Other or unknown,yes,no
1069959,Male,White,no,no
1069972,Male,White,no,no
1069977,Male,White,no,no
1069989,Male,White,no,no
1070012,Male,White,no,no
1070021,Male,White,no,no
1070027,Male,White,no,no
1070052,Male,White,no,no
1070057,Male,White,no,no
1070062,Male,White,no,no
1070082,Male,White,no,no
1070168,Male,White,no,no
1070175,Male,White,no,no
1070176,Male,White,no,no
1070189,Male,White,no,no
1070195,Male,White,no,no
1070200,Male,White,no,no
1070209,Male,White,no,no
1071012,Male,White,no,yes
1071018,Male,White,no,yes
1071021,Male,White,no,yes
1071036,Male,White,no,yes
1071050,Male,White,no,yes
1071053,Male,White,no,yes
1071059,Male,White,no,yes
1071071,Male,Other or unknown,yes,yes
1082439,Male,White,no,yes
1011119,Male,White,no,no
1011127,Male,White,no,no
1011128,Male,White,no,no
1011131,Male,White,no,no
1011133,Male,White,no,no
1011149,Male,White,no,no
1011163,Male,White,no,no
1011168,Male,White,no,no
1011177,Male,White,no,no
1011178,Male,White,no,no
1011180,Male,White,no,no
1011213,Male,White,no,no
1011217,Male,White,no,no
1011222,Male,White,no,no
1011247,Male,White,no,no
1011254,Male,White,no,no
1011278,Male,White,no,no
1011279,Male,White,no,no
1011280,Male,White,no,no
1011290,Male,White,no,no
1011313,Male,White,no,no
1011326,Male,White,no,no
1011331,Male,White,no,no
1011335,Male,White,no,no
1011337,Male,White,no,no
1011352,Male,White,no,no
1011358,Male,White,no,no
1011360,Male,White,no,no
1011364,Male,White,no,no
1011365,Male,White,no,no
1011368,Male,White,no,no
1011388,Male,White,no,no
1011394,Male,White,no,no
1011397,Male,White,no,no
1011402,Male,White,no,no
1011425,Male,White,no,no
1011426,Male,White,no,no
1031292,Male,White,no,yes
1031294,Male,White,no,yes
1031307,Male,White,no,yes
1031313,Male,White,no,yes
1032049,Male,White,no,no
1032058,Male,White,no,no
1032060,Male,White,no,no
1062675,Male,White,no,yes
1062680,Male,White,no,yes
1062684,Male,Other or unknown,yes,yes
1033171,Male,White,no,yes
1033177,Male,White,no,yes
1033190,Male,White,no,yes
1033193,Male,White,no,yes
1033194,Male,White,no,yes
1033195,Male,White,no,yes
1033205,Male,White,no,yes
1033211,Male,White,no,yes
1033215,Male,White,no,yes
1033219,Male,White,no,yes
1041699,Male,White,no,no
1041701,Male,White,no,no
1041713,Male,White,no,no
1041717,Male,White,no,no
1041738,Male,White,no,no
1041741,Male,White,no,no
1041745,Male,White,no,no
1041748,Male,White,no,no
1041752,Male,White,no,no
1041800,Male,White,no,no
1041802,Male,White,no,no
1041808,Male,White,no,no
1041825,Male,White,no,no
1041847,Male,White,no,no
1041853,Male,White,no,no
1041861,Male,Mixed,yes,no
1041866,Male,White,no,no
1041867,Male,White,no,no
1041898,Male,White,no,no
1041905,Male,White,no,no
1041916,Male,White,no,no
1041921,Male,White,no,no
1041945,Male,White,no,no
1062913,Male,White,no,yes
1068971,Male,White,no,no
1074614,Male,Mixed,yes,no
1058495,Male,White,no,no
1058496,Male,White,no,no
1058503,Male,White,no,no
1058517,Male,White,no,no
1058520,Male,White,no,no
1058523,Male,White,no,no
1058524,Male,White,no,no
1058532,Male,White,no,no
1058544,Male,White,no,no
1058545,Male,White,no,no
1058559,Male,White,no,no
1058579,Male,White,no,no
1058582,Male,White,no,no
1058583,Male,White,no,no
1058634,Male,White,no,no
1058637,Male,White,no,no
1058653,Male,White,no,no
1058657,Male,White,no,no
1058668,Male,White,no,no
1058675,Male,White,no,no
1058718,Male,White,no,no
1058724,Male,White,no,no
1058739,Male,White,no,no
1058747,Male,White,no,no
1058754,Male,White,no,no
1058757,Male,White,no,no
1058759,Male,White,no,no
1067331,Male,White,no,yes
1067335,Male,White,no,yes
1067345,Male,White,no,yes
1067346,Male,White,no,yes
1067354,Male,White,no,yes
1067360,Male,White,no,yes
1067380,Male,White,no,yes
1067385,Male,White,no,yes
1067393,Male,White,no,yes
1067395,Male,White,no,yes
1067401,Male,White,no,yes
1067405,Male,White,no,yes
1067411,Male,White,no,yes
1067415,Male,White,no,yes
1067422,Male,White,no,yes
1093889,Male,White,no,yes
1017482,Male,White,no,no
1017484,Male,White,no,no
1059286,Male,White,no,no
1035673,Male,White,no,no
1035700,Male,White,no,no
1035723,Male,White,no,no
1035745,Male,White,no,no
1035749,Male,White,no,no
1035760,Male,White,no,no
1035767,Male,White,no,no
1035772,Male,White,no,no
1035779,Male,White,no,no
1035781,Male,White,no,no
1035785,Male,White,no,no
1035787,Male,White,no,no
1035788,Male,White,no,no
1035792,Male,White,no,no
1035795,Male,White,no,no
1035796,Male,White,no,no
1035805,Male,White,no,no
1035809,Male,White,no,no
1035816,Male,White,no,no
1035845,Male,White,no,no
1035850,Male,White,no,no
1035866,Male,White,no,no
1035873,Male,White,no,no
1035882,Male,White,no,no
1035887,Male,White,no,no
1035901,Male,White,no,no
1035903,Male,White,no,no
1035916,Male,White,no,no
1035917,Male,White,no,no
1035941,Male,White,no,no
1035953,Male,White,no,no
1035966,Male,White,no,no
1035974,Male,White,no,no
1035984,Male,White,no,no
1035996,Male,White,no,no
1036001,Male,White,no,no
1036003,Male,White,no,no
1046021,Male,White,no,no
1046116,Male,White,no,yes
1046118,Male,White,no,yes
1046143,Male,White,no,yes
1046146,Male,White,no,yes
1046152,Male,White,no,yes
1046156,Male,White,no,yes
1046162,Male,White,no,yes
1046165,Male,White,no,yes
1046171,Male,White,no,yes
1081484,Male,White,no,no
1081493,Male,White,no,no
1081495,Male,White,no,no
1085785,Male,White,no,yes
1066621,Male,White,no,no
1066628,Male,White,no,no
1066629,Male,White,no,no
1066647,Male,White,no,no
1066657,Male,White,no,no
1066683,Male,White,no,no
1066697,Male,White,no,no
1066706,Male,White,no,no
1066707,Male,White,no,no
1066719,Male,White,no,no
1066726,Male,White,no,no
1066734,Male,White,no,no
1066772,Male,White,no,no
1066785,Male,White,no,no
1066817,Male,White,no,no
1066834,Male,White,no,no
1066842,Male,White,no,no
1066857,Male,White,no,no
1066865,Male,White,no,no
1066877,Male,White,no,no
1066883,Male,White,no,no
1066884,Male,White,no,no
1066889,Male,White,no,no
1066894,Male,White,no,no
1066897,Male,White,no,no
1066915,Male,White,no,no
1066924,Male,White,no,no
1066970,Male,White,no,no
1079467,Male,Other or unknown,yes,no
1084166,Male,White,no,yes
1084181,Male,White,no,yes
1084198,Male,White,no,yes
1090206,Male,White,no,no
1044223,Male,White,no,no
1046343,Male,Mixed,yes,no
1046351,Male,White,no,no
1046385,Male,Other or unknown,yes,no
1046391,Male,White,no,no
1046397,Male,White,no,no
1046398,Male,White,no,no
1046412,Male,Mixed,yes,no
1046415,Male,White,no,no
1046424,Male,White,no,no
1046438,Male,White,no,no
1046451,Male,White,no,no
1046455,Male,White,no,no
1046459,Male,White,no,no
1046477,Male,White,no,no
1046483,Male,White,no,no
1046487,Male,White,no,no
1046491,Male,White,no,no
1046496,Male,White,no,no
1046507,Male,White,no,no
1046513,Male,White,no,no
1046514,Male,White,no,no
1046623,Male,White,no,no
1046626,Male,White,no,no
1046645,Male,White,no,no
1046650,Male,White,no,no
1046668,Male,White,no,no
1046672,Male,White,no,no
1046678,Male,White,no,no
1072630,Male,White,no,no
1072640,Male,White,no,no
1075630,Male,Mixed,yes,yes
1076927,Male,White,no,yes
1076931,Male,White,no,yes
1076937,Male,White,no,yes
1076947,Male,White,no,yes
1076953,Male,White,no,yes
1076955,Male,White,no,yes
1076972,Male,White,no,yes
1076982,Male,White,no,yes
1076985,Male,White,no,yes
1090394,Male,White,no,yes
1090397,Male,White,no,yes
1067254,Male,White,no,no
1067260,Male,White,no,no
1070440,Male,White,no,yes
1070470,Male,White,no,yes
1070482,Male,White,no,yes
1070488,Male,White,no,yes
1070569,Male,Mixed,yes,no
1073122,Male,Asian,yes,yes
1073213,Male,Mixed,yes,yes
1073231,Male,Asian,yes,yes
1073263,Male,Mixed,yes,yes
1083369,Male,Other or unknown,yes,yes
1052777,Male,White,no,no
1052788,Male,White,no,no
1052798,Male,Other or unknown,yes,no
1052814,Male,White,no,no
1052827,Male,White,no,no
1052834,Male,White,no,no
1052847,Male,White,no,no
1058806,Male,Asian,yes,no
1058826,Male,Other or unknown,yes,no
1071108,Male,White,no,yes
1073509,Male,Asian,yes,yes
1073549,Male,Other or unknown,yes,yes
1073566,Male,Asian,yes,yes
1073574,Male,Other or unknown,yes,yes
1081604,Male,Mixed,yes,yes
1043087,Male,White,no,no
1043092,Male,White,no,no
1043093,Male,White,no,no
1043103,Male,White,no,no
1043108,Male,White,no,no
1043117,Male,White,no,no
1043121,Male,White,no,no
1044434,Male,White,no,yes
1044440,Male,White,no,yes
1044444,Male,White,no,yes
1044459,Male,White,no,yes
1044468,Male,White,no,yes
1044480,Male,White,no,yes
1044488,Male,White,no,yes
1044491,Male,Other or unknown,yes,yes
1044523,Male,White,no,yes
1044539,Male,White,no,yes
1044543,Male,White,no,yes
1050040,Male,Asian,yes,yes
1050083,Male,Asian,yes,yes
1050094,Male,Mixed,yes,yes
1050155,Male,Black,yes,yes
1050166,Male,Asian,yes,yes
1070912,Male,White,no,no
1071950,Male,White,no,yes
1075637,Male,White,no,yes
1075650,Male,Black,yes,yes
1046935,Male,White,no,yes
1046986,Male,White,no,yes
1047450,Male,White,no,no
1047459,Male,White,no,no
1047462,Male,Other or unknown,yes,no
1047469,Male,White,no,no
1047475,Male,White,no,no
1056692,Male,Asian,yes,yes
1056707,Male,Asian,yes,yes
1056733,Male,Asian,yes,yes
1056754,Male,Mixed,yes,yes
1056778,Male,Mixed,yes,yes
1057065,Male,Asian,yes,no
1057105,Male,Asian,yes,no
1070986,Male,White,no,yes
1070991,Male,White,no,yes
1000995,Male,White,no,no
1001013,Male,White,no,no
1001017,Male,White,no,no
1015250,Male,White,no,no
1027830,Male,White,no,yes
1027857,Male,White,no,yes
1027874,Male,White,no,yes
1027880,Male,White,no,yes
1027906,Male,White,no,yes
1027908,Male,White,no,yes
1027921,Male,White,no,yes
1067006,Male,Black,yes,yes
1067018,Male,Mixed,yes,yes
1067049,Male,Other or unknown,yes,yes
1067057,Male,Mixed,yes,yes
1067086,Male,Black,yes,yes
1067094,Male,Other or unknown,yes,yes
1067096,Male,Mixed,yes,yes
1067112,Male,Other or unknown,yes,yes
1083625,Male,Mixed,yes,yes
1083642,Male,Black,yes,yes
1023069,Male,White,no,yes
1023078,Male,White,no,yes
1023081,Male,White,no,yes
1023083,Male,Mixed,yes,yes
1025346,Male,Asian,yes,yes
1025365,Male,Other or unknown,yes,yes
1025367,Male,Asian,yes,yes
1025379,Male,Asian,yes,yes
1032769,Male,White,no,no
1032777,Male,White,no,no
1032789,Male,White,no,no
1032798,Male,White,no,no
1032806,Male,White,no,no
1032807,Male,White,no,no
1032824,Male,White,no,no
1032826,Male,White,no,no
1032827,Male,White,no,no
1034261,Male,Black,yes,no
1034277,Male,Mixed,yes,no
1034279,Male,Asian,yes,no
1034300,Male,Black,yes,no
1034303,Male,Mixed,yes,no
1034308,Male,Black,yes,no
1066410,Male,White,no,yes
1066412,Male,White,no,yes
1066417,Male,White,no,yes
1072695,Male,White,no,no
1074368,Male,Asian,yes,no
1061151,Male,Asian,yes,yes
1061229,Male,Asian,yes,yes
1061264,Male,Mixed,yes,yes
1061300,Male,Black,yes,yes
1061351,Male,Other or unknown,yes,yes
1061367,Male,Other or unknown,yes,yes
1061387,Male,Asian,yes,yes
1077301,Male,Black,yes,yes
1077320,Male,Black,yes,yes
1077331,Male,Asian,yes,yes
1077370,Male,Black,yes,yes
1080668,Male,White,no,yes
1080682,Male,White,no,yes
1080708,Male,White,no,yes
1033864,Male,White,no,no
1040209,Male,White,no,yes
1040212,Male,Mixed,yes,yes
1040234,Male,White,no,yes
1040237,Male,White,no,yes
1040269,Male,White,no,yes
1040270,Male,White,no,yes
1040303,Male,White,no,yes
1040318,Male,White,no,yes
1060558,Male,Black,yes,yes
1060569,Male,Asian,yes,yes
1060584,Male,Asian,yes,yes
1060592,Male,Asian,yes,yes
1060617,Male,Asian,yes,yes
1060619,Male,Asian,yes,yes
1060712,Male,Other or unknown,yes,yes
1060714,Male,Mixed,yes,yes
1081196,Male,White,no,yes
1089751,Male,Asian,yes,yes
1055038,Male,White,no,no
1055042,Male,White,no,no
1067806,Male,White,no,no
1073956,Male,White,no,yes
1080738,Male,Black,yes,yes
1080742,Male,Other or unknown,yes,yes
1099357,Male,Other or unknown,yes,yes
1019667,Male,White,no,yes
1019676,Male,White,no,yes
1019693,Male,Other or unknown,yes,yes
1019716,Male,White,no,yes
1019722,Male,Mixed,yes,yes
1019724,Male,White,no,yes
1019727,Male,White,no,yes
1019736,Male,White,no,yes
1035396,Male,Mixed,yes,yes
1035415,Male,Other or unknown,yes,yes
1035445,Male,White,no,yes
1035456,Male,Black,yes,yes
1035506,Male,Mixed,yes,yes
1035508,Male,Mixed,yes,yes
1065381,Male,White,no,yes
1077784,Male,Black,yes,yes
1077807,Male,Other or unknown,yes,yes
1077816,Male,White,no,yes
1057890,Male,White,no,yes
1082080,Male,White,no,yes
1097920,Male,Other or unknown,yes,yes
1015737,Male,White,no,no
1032136,Male,White,no,yes
1032142,Male,White,no,yes
1032155,Male,White,no,yes
1032161,Male,White,no,yes
1032176,Male,White,no,yes
1032196,Male,White,no,yes
1032213,Male,White,no,yes
1032221,Male,White,no,yes
1069140,Male,White,no,yes
1069145,Male,White,no,yes
1069735,Male,Black,yes,yes
1069738,Male,Asian,yes,yes
1069741,Male,Black,yes,yes
1069765,Male,Other or unknown,yes,yes
1069790,Male,Other or unknown,yes,yes
1069820,Male,Mixed,yes,yes
1069825,Male,Mixed,yes,yes
1045090,Male,Asian,yes,yes
1045096,Male,Other or unknown,yes,yes
1045505,Male,White,no,yes
1045511,Male,White,no,yes
1045514,Male,White,no,yes
1057049,Male,White,no,no
1083710,Male,Asian,yes,yes
1083740,Male,Mixed,yes,yes
1066366,Male,White,no,yes
1022752,Male,White,no,no
1022759,Male,White,no,no
1028584,Male,White,no,yes
1059041,Male,Black,yes,no
1059042,Male,Mixed,yes,no
1065996,Male,White,no,yes
1066020,Male,Asian,yes,yes
1066032,Male,Black,yes,yes
1066035,Male,Mixed,yes,yes
1066055,Male,Mixed,yes,yes
1084033,Male,Mixed,yes,yes
1022513,Male,White,no,no
1056876,Male,White,no,yes
1056884,Male,White,no,yes
1056891,Male,White,no,yes
1056900,Male,White,no,yes
1056904,Male,White,no,yes
1056909,Male,White,no,yes
1056920,Male,White,no,yes
1060352,Male,Black,yes,yes
1060413,Male,Black,yes,yes
1060457,Male,Black,yes,yes
1063556,Male,Asian,yes,yes
1063558,Male,White,no,yes
1066144,Male,Black,yes,yes
1043499,Male,Asian,yes,yes
1043502,Male,Asian,yes,yes
1043533,Male,Mixed,yes,yes
1043582,Male,Mixed,yes,yes
1043585,Male,Mixed,yes,yes
1047100,Male,Asian,yes,yes
1047107,Male,Black,yes,yes
1047136,Male,Asian,yes,yes
1062860,Male,Black,yes,no
1071113,Male,White,no,yes
1073939,Male,White,no,yes
1014053,Male,White,no,no
1014056,Male,White,no,no
1014058,Male,White,no,no
1014082,Male,White,no,no
1014100,Male,White,no,no
1014103,Male,White,no,no
1031877,Male,White,no,yes
1053853,Male,Asian,yes,no
1053859,Male,Mixed,yes,no
1053866,Male,Asian,yes,no
1075675,Male,Mixed,yes,yes
1075685,Male,Asian,yes,yes
1075694,Male,Other or unknown,yes,yes
1075699,Male,Other or unknown,yes,yes
1075706,Male,Other or unknown,yes,yes
1075737,Male,Black,yes,yes
1008812,Male,White,no,no
1008813,Male,White,no,no
1008814,Male,White,no,no
1008822,Male,White,no,no
1048426,Male,Other or unknown,yes,yes
1052903,Male,Asian,yes,no
1013734,Male,White,no,no
1013740,Male,White,no,no
1013748,Male,Asian,yes,no
1013749,Male,White,no,no
1013779,Male,White,no,no
1013783,Male,White,no,no
1013788,Male,White,no,no
1013800,Male,White,no,no
1013833,Male,White,no,no
1013841,Male,White,no,no
1013878,Male,White,no,no
1013885,Male,White,no,no
1013889,Male,White,no,no
1013895,Male,White,no,no
1013898,Male,White,no,no
1013899,Male,White,no,no
1013903,Male,White,no,no
1013908,Male,White,no,no
1013921,Male,White,no,no
1016586,Male,White,no,no
1016593,Male,Mixed,yes,no
1031349,Male,White,no,yes
1031367,Male,White,no,yes
1037720,Male,Asian,yes,yes
1037728,Male,Other or unknown,yes,yes
1041245,Male,Black,yes,no
1041258,Male,Asian,yes,no
1041265,Male,Mixed,yes,no
1053875,Male,White,no,no
1053888,Male,White,no,no
1053914,Male,White,no,no
1053915,Male,White,no,no
1053918,Male,White,no,no
1053925,Male,White,no,no
1053961,Male,White,no,no
1053966,Male,White,no,no
1053976,Male,White,no,no
1053982,Male,White,no,no
1053994,Male,White,no,no
1054021,Male,White,no,no
1054027,Male,White,no,no
1054029,Male,White,no,no
1054056,Male,White,no,no
1054061,Male,White,no,no
1054072,Male,White,no,no
1054077,Male,White,no,no
1058307,Male,Asian,yes,yes
1069680,Male,White,no,yes
1069684,Male,White,no,yes
1069687,Male,White,no,yes
1069710,Male,White,no,yes
1086255,Male,White,no,yes
1089390,Male,White,no,no
1089416,Male,White,no,no
1089420,Male,White,no,no
1089439,Male,White,no,no
1089451,Male,White,no,no
1089458,Male,White,no,no
1089466,Male,White,no,no
1089467,Male,White,no,no
1089475,Male,White,no,no
1089478,Male,White,no,no
1089512,Male,White,no,no
1089522,Male,White,no,no
1089526,Male,White,no,no
1096622,Male,Mixed,yes,no
1101877,Male,White,no,yes
1101892,Male,White,no,yes
1101910,Male,White,no,yes
1101917,Male,White,no,yes
1101919,Male,White,no,yes
1101929,Male,White,no,yes
1101938,Male,White,no,yes
1101940,Male,White,no,yes
1101945,Male,White,no,yes
1101948,Male,White,no,yes
1101956,Male,White,no,yes
1101963,Male,White,no,yes
1106010,Male,White,no,no
1107037,Male,Asian,yes,yes
1107040,Male,Other or unknown,yes,yes
1107051,Male,Asian,yes,yes
1107069,Male,Asian,yes,yes
1112223,Male,White,no,yes
1112241,Male,White,no,yes
1113347,Male,Asian,yes,yes
1056172,Male,White,no,no
1056173,Male,White,no,no
1056179,Male,White,no,no
1056185,Male,White,no,no
1056187,Male,White,no,no
1056188,Male,White,no,no
1056192,Male,White,no,no
1056198,Male,White,no,no
1056236,Male,White,no,no
1056237,Male,White,no,no
1056241,Male,White,no,no
1056246,Male,White,no,no
1056256,Male,White,no,no
1056296,Male,White,no,no
1056299,Male,White,no,no
1056321,Male,White,no,no
1056329,Male,White,no,no
1056331,Male,White,no,no
1056353,Male,White,no,no
1056381,Male,White,no,no
1056406,Male,White,no,no
1073362,Male,White,no,yes
1073370,Male,White,no,yes
1073390,Male,White,no,yes
1073392,Male,White,no,yes
1073399,Male,White,no,yes
1075510,Male,Asian,yes,no
1075515,Male,Mixed,yes,no
1086181,Male,White,no,yes
1086186,Male,White,no,yes
1097744,Male,Black,yes,yes
1035079,Male,White,no,no
1035083,Male,White,no,no
1035095,Male,White,no,no
1035101,Male,White,no,no
1035103,Male,White,no,no
1035107,Male,White,no,no
1035109,Male,White,no,no
1035110,Male,White,no,no
1035121,Male,White,no,no
1035122,Male,White,no,no
1035124,Male,White,no,no
1035126,Male,White,no,no
1035133,Male,White,no,no
1035142,Male,White,no,no
1035152,Male,White,no,no
1035161,Male,White,no,no
1035168,Male,White,no,no
1035178,Male,White,no,no
1035201,Male,White,no,no
1035205,Male,White,no,no
1035206,Male,White,no,no
1035221,Male,White,no,no
1035227,Male,White,no,no
1035231,Male,White,no,no
1035237,Male,White,no,no
1035241,Male,White,no,no
1048260,Male,White,no,yes
1048264,Male,White,no,yes
1048284,Male,White,no,yes
1048307,Male,White,no,yes
1048308,Male,White,no,yes
1048321,Male,White,no,yes
1048327,Male,White,no,yes
1048339,Male,White,no,yes
1048342,Male,White,no,yes
1048348,Male,White,no,yes
1048352,Male,White,no,yes
1048355,Male,White,no,yes
1048356,Male,White,no,yes
1048359,Male,White,no,yes
1048362,Male,White,no,yes
1068051,Male,Mixed,yes,no
1068073,Male,Mixed,yes,no
1074691,Male,White,no,no
1076636,Male,Asian,yes,yes
1081476,Male,White,no,yes
1096658,Male,Asian,yes,yes
1060737,Male,White,no,yes
1060739,Male,White,no,yes
1060757,Male,White,no,yes
1060762,Male,White,no,yes
1060766,Male,White,no,yes
1060774,Male,White,no,yes
1060776,Male,White,no,yes
1060783,Male,White,no,yes
1060785,Male,White,no,yes
1060798,Male,White,no,yes
1064247,Male,Asian,yes,no
1064262,Male,White,no,no
1064263,Male,White,no,no
1064278,Male,Asian,yes,no
1067441,Male,White,no,no
1067451,Male,White,no,no
1067458,Male,White,no,no
1067461,Male,White,no,no
1067469,Male,White,no,no
1067499,Male,White,no,no
1067522,Male,White,no,no
1067539,Male,Other or unknown,yes,no
1067546,Male,White,no,no
1067578,Male,White,no,no
1067587,Male,White,no,no
1092910,Male,White,no,yes
1095720,Male,White,no,no
1050968,Male,White,no,yes
1051476,Male,White,no,no
1051495,Male,White,no,no
1051504,Male,White,no,no
1051519,Male,White,no,no
1051523,Male,White,no,no
1051526,Male,White,no,no
1051538,Male,White,no,no
1051549,Male,White,no,no
1051551,Male,White,no,no
1051586,Male,White,no,no
1051596,Male,White,no,no
1051604,Male,White,no,no
1051642,Male,White,no,no
1051658,Male,White,no,no
1051659,Male,White,no,no
1064941,Male,White,no,yes
1064951,Male,White,no,yes
1064953,Male,White,no,yes
1064956,Male,White,no,yes
1064963,Male,White,no,yes
1064965,Male,White,no,yes
1064974,Male,White,no,yes
1064985,Male,White,no,yes
1064994,Male,White,no,yes
1064996,Male,White,no,yes
1065007,Male,White,no,yes
1065028,Male,White,no,yes
1074289,Male,White,no,no
1074291,Male,Mixed,yes,no
1074300,Male,Mixed,yes,no
1080290,Male,Asian,yes,yes
1080292,Male,Asian,yes,yes
1084410,Male,White,no,no
1090640,Male,White,no,yes
1090642,Male,White,no,yes
1090643,Male,White,no,yes
1090644,Male,Other or unknown,yes,yes
1090651,Male,White,no,yes
1090657,Male,White,no,yes
1090659,Male,White,no,yes
1090661,Male,White,no,yes
1051008,Male,White,no,no
1051032,Male,White,no,no
1051062,Male,White,no,no
1051068,Male,White,no,no
1051069,Male,White,no,no
1051070,Male,White,no,no
1051072,Male,White,no,no
1051094,Male,White,no,no
1051113,Male,White,no,no
1051136,Male,White,no,no
1051156,Male,White,no,no
1051166,Male,White,no,no
1051171,Male,Other or unknown,yes,no
1051184,Male,White,no,no
1051206,Male,Other or unknown,yes,no
1051211,Male,Other or unknown,yes,no
1051226,Male,White,no,no
1051232,Male,White,no,no
1063517,Male,Mixed,yes,no
1078176,Male,White,no,yes
1080758,Male,White,no,no
1082772,Male,Black,yes,yes
1020582,Male,White,no,no
1020593,Male,White,no,no
1020600,Male,White,no,no
1020601,Male,White,no,no
1020610,Male,White,no,no
1020648,Male,White,no,no
1020664,Male,White,no,no
1020672,Male,White,no,no
1020704,Male,White,no,no
1020709,Male,White,no,no
1020718,Male,White,no,no
1020719,Male,White,no,no
1020722,Male,White,no,no
1034165,Male,White,no,yes
1034183,Male,White,no,yes
1034194,Male,White,no,yes
1034199,Male,White,no,yes
1034203,Male,White,no,yes
1034205,Male,Other or unknown,yes,yes
1034209,Male,White,no,yes
1034221,Male,White,no,yes
1034256,Male,White,no,yes
1039409,Male,Asian,yes,yes
1076703,Male,Asian,yes,yes
1061493,Male,Asian,yes,no
1061495,Male,Asian,yes,no
1061500,Male,White,no,no
1062145,Male,White,no,no
1062154,Male,White,no,no
1062158,Male,White,no,no
1073986,Male,Asian,yes,yes
1074049,Male,Asian,yes,yes
1074058,Male,Asian,yes,yes
1074077,Male,Black,yes,yes
1074107,Male,Asian,yes,yes
1074396,Male,White,no,yes
1074407,Male,White,no,yes
1074414,Male,White,no,yes
1074418,Male,White,no,yes
1074428,Male,White,no,yes
1074431,Male,White,no,yes
1074437,Male,Other or unknown,yes,yes
1074463,Male,White,no,yes
1074488,Male,White,no,yes
1074489,Male,White,no,yes
1074490,Male,White,no,yes
1074495,Male,White,no,yes
1074509,Male,White,no,yes
1074510,Male,White,no,yes
1074519,Male,White,no,yes
1074522,Male,White,no,yes
1074523,Male,White,no,yes
1074526,Male,White,no,yes
1074529,Male,White,no,yes
1074539,Male,White,no,yes
1074549,Male,White,no,yes
1074555,Male,White,no,yes
1074560,Male,White,no,yes
1095605,Male,White,no,yes
1095617,Male,White,no,yes
1095619,Male,White,no,yes
