pid,recordedDate,surveyDuration,age,gender,ethnicity,birthCountry,residenceCountry,nationality,primaryLanguage,employment,eduLevel,csas,affectiveValence_1,wemwbs_1,wemwbs_2,wemwbs_3,wemwbs_4,wemwbs_5,wemwbs_6,wemwbs_7,wemwbs_8,wemwbs_9,wemwbs_10,wemwbs_11,wemwbs_12,wemwbs_13,wemwbs_14
p5073,2024-04-11T20:11:45Z,417,26,Non-binary,White,South Africa,United States,South Africa,English,Not currently employed,Completed Secondary School,6,82,3,3,2,5,4,4,3,2,4,4,3,4,3,3
p5075,2024-02-14T02:59:29Z,1202,33,Woman,Mixed,United States,United States,United States,English,Student,University Bachelors Degree,4,60,3,2,3,4,2,5,3,4,4,4,3,3,3,3
p5081,2024-04-18T14:49:45Z,858,30,Woman,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,9,99,5,5,5,4,5,5,5,5,5,5,4,4,5,5
p5088,2024-04-02T03:55:52Z,742,27,Man,Black,United States,United States,United States,English,Not currently employed,University Bachelors Degree,3,65,4,3,3,3,2,2,3,3,3,3,3,2,2,2
p5090,2024-04-03T00:41:07Z,2431,30,Man,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,80,5,5,4,5,5,5,2,5,3,1,5,5,5,5
p5094,2024-02-12T17:42:34Z,571,25,Woman,White,United States,United States,United States,Spanish,Student,Some University but no degree,6,78,5,4,3,5,4,3,5,4,1,4,5,5,5,4
p5105,2024-03-28T04:37:36Z,636,26,Man,Asian,United States,United States,United States,English,Working part-time,University Bachelors Degree,7,65,4,3,4,4,4,3,4,3,4,4,3,4,3,3
p5114,2024-02-16T19:29:44Z,578,24,Woman,Asian,Korea,United States,United States,English,Not currently employed,University Bachelors Degree,7,71,3,4,3,4,4,4,4,4,4,3,4,4,4,4
p5119,2024-05-02T05:46:55Z,912,52,Woman,Mixed,United States,United States,United States,Spanish,A homemaker or stay-at-home parent,Vocational or Similar,8,60,4,3,2,4,3,5,3,4,2,3,3,4,5,3
p5138,2024-02-15T00:59:47Z,2786,36,Man,White,United States,United States,United States,English,Disabled,Completed Secondary School,3,33,3,1,1,5,2,3,4,2,3,3,1,2,3,3
p5139,2024-04-28T02:24:58Z,821,39,Man,Other,Mexico,United States,United States,Spanish,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",8,77,4,3,3,4,4,4,3,4,4,4,4,4,4,4
p5146,2024-02-14T01:27:43Z,647,22,Man,Asian,United States,United States,United States,English,Working part-time,Some University but no degree,4,70,3,3,3,3,2,2,4,4,3,3,3,3,3,2
p5147,2024-02-12T22:05:45Z,1585,32,Man,Mixed,United States,United States,United States,English,Working full-time,Completed Secondary School,7,85,5,4,4,4,5,3,3,5,5,4,4,4,5,4
p5150,2024-04-25T14:44:20Z,1663,38,Woman,Black,United States,United States,United States,English,Not currently employed,Some University but no degree,4,35,2,3,3,3,4,4,2,3,4,3,2,3,3,3
p5158,2024-04-01T11:42:17Z,1210,43,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Vocational or Similar,8,90,4,4,2,5,3,5,4,4,2,4,5,5,5,4
p5164,2024-04-02T20:40:31Z,713,30,Woman,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,2,10,1,3,3,3,2,4,2,2,2,2,2,2,1,2
p5174,2024-04-10T12:17:44Z,1871,34,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,82,4,4,3,4,4,4,4,4,4,4,4,4,4,4
p5177,2024-02-14T14:37:26Z,381,32,Man,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,60,4,4,2,2,2,5,5,3,3,3,4,4,4,4
p5180,2024-02-17T20:17:24Z,978,42,Woman,White,United States,United States,United States,English,Working part-time,Vocational or Similar,2,30,2,2,1,3,3,3,3,3,2,3,3,2,5,3
p5200,2024-03-21T13:09:41Z,738,35,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,9,91,5,5,5,4,5,5,4,5,5,5,5,5,5,5
p5202,2024-02-12T19:03:22Z,909,34,Man,White,Puerto Rico,United States,United States,English,Self-employed,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",8,80,3,4,4,4,3,5,4,4,2,5,5,5,5,3
p5212,2024-03-21T22:39:25Z,572,55,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,85,4,3,3,5,4,5,4,4,4,4,4,4,4,3
p5220,2024-04-29T15:52:43Z,1014,35,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Vocational or Similar,1,20,2,1,1,3,2,3,2,1,2,2,1,1,2,3
p5226,2024-02-15T18:47:52Z,450,29,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,94,2,3,2,3,2,4,2,2,2,3,2,2,3,3
p5232,2024-05-02T17:55:15Z,776,27,Man,White,United Kingdom,United States,United States,English,Working full-time,University Bachelors Degree,5,50,2,2,4,3,2,1,3,2,2,1,2,1,2,2
p5238,2024-03-23T21:05:09Z,532,24,Woman,Mixed,United States,United States,United States,English,Working full-time,Some University but no degree,3,41,3,2,3,2,2,3,3,2,3,3,2,2,2,2
p5248,2024-04-01T21:41:08Z,510,31,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,80,4,3,4,4,4,4,4,4,4,3,4,4,4,4
p5250,2024-02-13T17:33:03Z,608,29,Woman,White,United States,United States,United States,English,Student,Vocational or Similar,8,96,5,4,3,5,5,4,5,5,5,4,5,5,5,5
p5266,2024-04-24T14:48:05Z,1119,35,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,2,65,3,3,3,4,3,4,4,3,2,2,3,3,3,3
p5268,2024-04-05T20:11:03Z,337,33,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,82,4,4,4,4,4,4,4,4,4,4,4,4,4,4
p5278,2024-02-12T18:56:33Z,468,28,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,50,1,3,2,3,1,3,1,3,1,3,3,3,3,2
p5296,2024-02-13T21:24:46Z,1091,20,Woman,Mixed,United States,United States,United States,English,Student,Some University but no degree,3,60,3,2,3,4,4,5,4,4,5,4,3,3,4,4
p5303,2024-03-25T17:37:03Z,1292,23,Non-binary,Asian,United States,United States,United States,English,Not currently employed,University Bachelors Degree,4,90,3,4,4,4,4,4,4,4,4,4,4,4,4,4
p5310,2024-04-02T20:44:48Z,1349,42,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,65,2,2,2,2,3,2,2,3,3,3,2,2,4,2
p5312,2024-04-01T21:03:11Z,338,31,Woman,White,United States,United States,United States,English,Working part-time,Completed Secondary School,5,54,2,2,2,2,3,2,3,2,3,2,3,2,2,3
p5321,2024-02-12T16:04:51Z,661,29,Non-binary,White,United States,United States,United States,English,Working full-time,Some University but no degree,3,27,2,3,2,2,2,3,3,2,2,2,2,3,3,2
p5326,2024-02-13T07:19:48Z,1204,42,Man,Mixed,United States,United States,United States,English,Working full-time,Some University but no degree,4,65,3,4,3,4,4,4,3,4,4,3,3,3,4,3
p5328,2024-04-10T12:33:29Z,531,30,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,85,1,2,1,4,4,3,2,4,4,4,4,3,5,3
p5331,2024-04-01T18:18:13Z,633,24,Man,White,United States,United States,United States,English,Not currently employed,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,75,3,4,4,4,3,4,2,2,4,3,4,2,5,3
p5334,2024-04-02T20:32:14Z,1605,29,Man,Asian,United States,United States,United States,English,Working part-time,Some University but no degree,5,70,3,3,3,4,3,3,3,3,2,3,4,3,3,4
p5342,2024-04-06T22:01:00Z,1672,22,Woman,White,United States,United States,United States,English,Student,University Bachelors Degree,6,70,4,2,2,3,4,4,4,4,5,4,4,4,5,4
p5346,2024-02-23T20:13:36Z,1170,39,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,5,50,3,3,3,3,3,3,3,3,3,2,3,3,2,3
p5348,2024-03-18T17:07:09Z,251,34,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,63,5,2,3,3,4,3,3,4,4,4,4,3,4,4
p5350,2024-04-18T20:36:46Z,774,25,Man,Asian,United States,United States,United States,English,Working part-time,University Bachelors Degree,4,70,4,4,4,5,3,4,5,4,3,3,3,4,4,4
p5353,2024-02-13T20:49:07Z,568,21,Woman,Asian,United States,United States,United States,Chinese,Student,Some University but no degree,5,70,1,2,2,2,2,2,3,2,2,2,2,1,2,2
p5367,2024-02-12T17:16:44Z,785,21,Non-binary,White,United States,United States,United States,English,Working full-time,Some University but no degree,3,20,2,1,1,3,3,3,3,2,3,2,2,1,2,2
p5394,2024-04-21T15:01:46Z,291,43,Man,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,67,5,2,1,1,5,2,3,3,3,4,3,3,5,3
p5395,2024-03-20T01:40:39Z,847,34,Man,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,3,45,3,3,2,4,2,4,3,3,2,3,3,3,3,3
p5396,2024-03-20T22:24:41Z,811,29,Woman,Other,United States,United States,United States,English,Not currently employed,University Bachelors Degree,5,60,2,3,5,3,2,3,3,4,2,2,2,3,2,2
p5413,2024-04-01T16:24:47Z,825,38,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,89,5,5,4,5,5,4,5,4,4,5,5,5,5,5
p5419,2024-04-05T15:07:07Z,483,33,Man,White,United States,United States,United States,English,Working full-time,Vocational or Similar,6,80,5,4,3,5,3,5,3,5,3,4,4,4,4,4
p5444,2024-05-03T02:07:00Z,680,21,Non-binary,White,United States,United States,United States,English,Student,Vocational or Similar,5,53,3,5,4,5,3,4,4,3,3,4,4,3,3,4
p5475,2024-04-09T22:10:55Z,872,28,Woman,Black,United States,United States,United States,English,Working full-time,Some University but no degree,5,55,4,4,4,4,4,4,4,4,4,4,4,4,4,4
p5482,2024-04-02T00:40:23Z,783,43,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,4,72,2,3,1,2,1,2,3,3,2,2,2,2,3,4
p5505,2024-03-18T17:17:58Z,613,30,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,6,75,3,3,2,4,4,4,2,3,3,3,3,3,4,3
p5508,2024-04-04T09:02:31Z,868,37,Woman,White,United States,United States,Ireland,English,Not currently employed,Vocational or Similar,5,73,3,4,3,4,3,4,4,3,3,2,3,4,2,3
p5518,2024-04-04T15:32:15Z,885,19,Woman,Black,United States,United States,United States,English,Student,Some University but no degree,5,60,4,3,4,4,4,4,3,3,4,4,3,3,5,3
p5542,2024-04-02T01:06:54Z,615,40,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,6,75,3,3,3,4,5,5,3,4,4,4,4,3,5,4
p5547,2024-04-01T16:43:07Z,696,33,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,6,95,4,4,3,3,3,4,5,4,3,2,4,5,5,4
p5554,2024-03-26T16:46:11Z,1037,33,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,70,2,4,2,4,2,4,2,3,2,4,3,4,4,3
p5564,2024-04-08T15:24:09Z,730,31,Woman,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,3,45,2,2,1,3,1,4,2,3,2,4,1,1,1,2
p5600,2024-04-01T21:38:34Z,911,45,Man,White,United States,United States,United States,English,Not currently employed,Some University but no degree,3,70,3,4,3,3,2,4,3,3,2,4,4,3,2,4
p5606,2024-03-18T19:14:12Z,951,22,Woman,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,71,5,2,2,3,3,3,4,4,4,3,4,4,4,4
p5619,2024-03-18T18:22:53Z,949,19,Woman,Asian,United States,United States,United States,English,Working part-time,Some University but no degree,4,75,4,3,4,4,3,4,5,4,4,4,4,3,3,4
p5623,2024-05-02T02:50:00Z,1438,47,Woman,Mixed,United States,United States,United States,English,Working part-time,Some University but no degree,7,80,4,4,4,5,3,4,3,4,3,5,4,3,5,4
p5625,2024-04-01T17:17:06Z,563,32,Man,White,United States,United States,United States,English,Not currently employed,Some University but no degree,2,35,2,3,2,3,2,3,4,2,3,3,2,2,2,2
p5626,2024-03-21T06:12:20Z,1136,35,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,92,4,4,4,5,5,4,4,5,5,4,5,5,5,5
p5632,2024-03-19T18:24:25Z,994,30,Woman,White,United States,United States,United States,English,Not currently employed,Vocational or Similar,7,75,3,3,4,4,4,4,2,2,4,3,3,3,4,3
p5634,2024-03-21T18:54:31Z,814,26,Woman,White,United States,United States,United States,English,Student,Some University but no degree,4,51,5,4,1,3,5,3,4,2,4,3,3,2,5,5
p5638,2024-04-04T17:51:52Z,1286,25,Woman,White,United States,United States,United States,English,Disabled,Completed Secondary School,3,50,2,2,1,5,4,3,4,1,4,1,2,1,3,2
p5657,2024-04-08T03:51:08Z,670,22,Woman,Other,United States,United States,United States,Spanish,Student,Vocational or Similar,8,81,5,5,2,4,4,2,4,2,2,5,4,3,5,5
p5669,2024-04-01T15:43:40Z,1964,26,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,45,5,3,3,5,4,4,4,4,4,4,3,3,3,2
p5685,2024-05-04T15:35:37Z,392,33,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,81,4,5,4,4,3,4,4,4,4,4,4,4,4,4
p5689,2024-04-01T20:14:53Z,886,26,Non-binary,Asian,United States,United States,United States,English,Working full-time,Some University but no degree,4,63,3,3,3,4,4,4,3,3,4,3,4,3,4,4
p5709,2024-04-28T21:37:57Z,523,22,Man,Mixed,United States,United States,United States,English,Working full-time,Completed Secondary School,8,90,5,4,4,4,4,4,4,4,4,4,4,4,5,4
p5724,2024-04-01T16:08:44Z,1834,33,Non-binary,Black,United States,United States,United States,English,A homemaker or stay-at-home parent,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",8,100,5,3,3,4,3,5,4,4,2,4,4,3,3,4
p5739,2024-03-20T23:50:22Z,575,40,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,20,4,2,2,3,4,4,3,5,2,3,3,3,4,3
p5747,2024-03-22T21:52:09Z,951,28,Woman,White,United States,United States,United States,English,Student,University Bachelors Degree,7,58,4,3,3,3,4,4,4,4,3,4,4,4,4,4
p5756,2024-03-19T12:37:00Z,906,45,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,9,90,5,5,5,5,5,5,5,5,5,4,4,4,5,5
p5768,2024-04-01T10:53:19Z,669,31,Man,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,2,50,2,2,1,3,4,4,4,2,3,4,2,2,3,2
p5769,2024-04-22T14:20:43Z,961,22,Man,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,70,4,3,2,3,4,5,3,4,5,3,2,3,4,4
p5772,2024-04-01T22:43:26Z,347,23,Non-binary,Mixed,United States,United States,United States,English,Student,University Bachelors Degree,3,11,3,3,1,2,2,3,3,2,2,3,2,2,3,3
p5777,2024-03-20T02:15:17Z,720,21,Woman,Other,United States,United States,United States,Spanish,Student,University Bachelors Degree,7,84,2,4,3,2,4,3,2,1,3,3,1,2,4,3
p5778,2024-03-19T19:32:14Z,704,45,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Completed Secondary School,4,70,3,2,3,3,2,3,3,4,3,4,3,3,3,3
p5780,2024-03-22T00:16:59Z,628,21,Man,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,7,100,4,3,4,5,5,4,5,5,1,4,5,5,5,5
p5809,2024-04-06T11:19:11Z,478,21,Man,Asian,United States,United States,United States,English,Student,Completed Secondary School,7,81,2,3,3,3,3,3,2,3,3,3,3,3,3,3
p5824,2024-04-08T09:50:41Z,706,28,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,69,3,3,3,2,3,4,4,2,3,4,2,2,4,4
p5832,2024-03-19T12:02:55Z,2131,25,Woman,Black,United States,United States,United States,English,Working part-time,Completed Secondary School,2,75,5,3,3,3,5,3,4,4,5,3,4,4,4,4
p5842,2024-04-18T14:39:28Z,519,48,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,62,3,4,2,4,2,4,3,3,2,4,3,3,3,2
p5852,2024-04-01T19:45:29Z,1157,43,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,81,4,4,4,4,4,4,5,4,4,4,4,4,4,4
p5854,2024-03-23T03:52:58Z,1406,30,Non-binary,Asian,United States,United States,United States,English,Disabled,Completed Secondary School,2,40,1,2,1,3,3,2,2,1,4,3,2,3,4,2
p5870,2024-04-02T13:40:38Z,610,31,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,80,4,4,3,4,4,4,4,4,4,4,4,4,4,4
p5880,2024-03-19T17:42:27Z,552,28,Man,Black,Ecuador,United States,United States,English,Working full-time,University Bachelors Degree,8,61,5,5,5,5,5,4,5,3,5,4,5,4,3,5
p5884,2024-04-08T21:44:42Z,800,32,Woman,Mixed,United States,United States,United States,English,Working part-time,University Bachelors Degree,2,35,2,2,1,2,3,3,1,1,3,3,4,4,4,2
p5890,2024-04-03T21:27:01Z,395,28,Woman,White,United States,United States,United States,English,Not currently employed,University Bachelors Degree,2,60,2,2,2,3,4,3,4,3,3,3,3,3,4,3
p5914,2024-04-02T08:44:41Z,861,32,Man,Mixed,United States,United States,United States,English,Working full-time,Some University but no degree,4,80,4,4,4,4,4,4,4,4,4,4,4,4,4,4
p5925,2024-04-08T19:33:47Z,1775,26,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,50,3,2,3,2,2,4,5,2,5,2,2,3,5,3
p5927,2024-04-01T19:44:28Z,744,38,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,70,4,3,3,3,4,4,4,4,3,3,3,3,4,3
p5935,2024-03-19T18:08:44Z,2461,21,Woman,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,61,3,3,1,3,2,2,3,3,4,2,2,2,3,3
p5938,2024-04-02T11:46:18Z,464,32,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,80,3,4,3,4,4,4,2,3,4,4,4,3,5,4
p5941,2024-04-26T23:22:38Z,908,26,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,65,3,3,3,3,3,4,3,4,4,3,3,3,2,3
p5943,2024-04-10T23:54:40Z,1411,28,Man,Mixed,United States,United States,United States,Spanish,Student,University Bachelors Degree,5,90,3,3,3,3,3,5,3,3,3,4,4,4,4,3
p5958,2024-04-27T22:13:16Z,1237,25,Man,White,United States,United States,United States,English,Student,Vocational or Similar,6,40,3,2,1,3,2,4,3,4,2,4,2,2,2,2
p5977,2024-04-02T07:52:08Z,895,37,Woman,Black,United States,United States,United States,English,Working full-time,Some University but no degree,4,56,2,3,1,4,3,4,3,2,3,2,3,2,3,2
p5978,2024-04-03T15:38:59Z,611,21,Non-binary,White,United States,United States,United States,English,Student,Some University but no degree,1,58,2,2,2,3,2,3,3,2,3,1,3,2,4,2
p5988,2024-04-25T23:48:24Z,533,22,Non-binary,White,United States,United States,Cuba,English,Student,Some University but no degree,7,80,4,4,3,4,4,4,5,4,5,3,4,4,4,4
p5991,2024-04-01T18:32:54Z,407,29,Woman,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,73,3,3,3,3,4,3,3,3,3,3,3,3,3,3
p6010,2024-04-02T15:40:38Z,362,35,Woman,White,United States,United States,United States,English,Working full-time,Completed Secondary School,4,87,3,3,3,3,3,3,3,3,3,3,3,3,3,3
p6025,2024-04-20T01:55:13Z,1035,40,Woman,Asian,Philippines,United States,United States,English,Working full-time,University Bachelors Degree,6,80,3,3,3,4,3,4,3,4,4,3,3,3,3,3
p6039,2024-04-25T21:52:08Z,554,43,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",8,100,5,4,2,5,4,5,4,5,4,2,5,5,5,3
p6050,2024-05-03T18:04:31Z,839,24,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,30,2,2,3,4,4,1,4,2,3,3,2,2,4,2
p6057,2024-04-01T10:56:03Z,529,43,Man,White,United States,United States,United States,English,Working full-time,Completed Secondary School,7,82,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p6089,2024-04-01T15:26:12Z,658,29,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,85,4,4,4,5,4,5,3,4,4,3,3,4,5,3
p6105,2024-04-06T19:39:45Z,1757,30,Man,Asian,United States,United States,Korea,English,Working full-time,University Bachelors Degree,9,82,4,5,4,4,5,4,2,4,4,4,4,4,4,3
p6113,2024-04-02T20:25:19Z,1008,20,Woman,Black,United States,United States,United States,English,Working part-time,Some University but no degree,7,70,3,3,2,3,4,4,4,4,4,4,4,4,4,4
p6114,2024-04-01T16:31:12Z,609,34,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,70,4,3,2,4,4,4,4,4,4,3,4,3,4,3
p6148,2024-03-20T18:45:51Z,791,28,Man,Asian,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,56,3,4,4,4,4,5,4,3,4,2,4,3,3,4
p6153,2024-04-08T23:51:56Z,1336,19,Woman,Black,United States,United States,United States,English,Working part-time,Completed Secondary School,5,50,2,3,4,2,3,3,2,3,3,3,4,3,4,3
p6157,2024-04-18T15:54:18Z,436,29,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,45,3,2,1,3,3,2,2,3,3,3,2,3,3,3
p6189,2024-03-20T23:42:27Z,561,31,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,2,20,1,3,2,4,3,3,2,2,3,2,2,1,3,2
p6201,2024-05-04T03:44:19Z,1007,21,Man,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,6,40,2,3,2,2,2,2,3,2,2,4,2,1,2,2
p6206,2024-04-03T07:40:19Z,1022,29,Non-binary,Asian,United States,United States,United States,English,Working part-time,University Bachelors Degree,3,60,2,2,3,3,3,3,4,3,4,3,3,3,4,3
p6208,2024-03-18T14:50:44Z,735,40,Man,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,80,3,3,2,3,3,3,3,2,3,3,3,3,3,4
p6228,2024-03-29T18:19:57Z,591,34,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,95,5,5,3,5,5,5,5,5,5,5,5,5,5,5
p6244,2024-04-29T12:07:41Z,751,37,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,3,79,2,3,3,4,3,3,3,4,4,3,3,3,4,3
p6251,2024-04-07T15:39:15Z,597,34,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,3,56,2,2,1,4,3,4,4,3,3,2,2,3,4,4
p6256,2024-04-04T00:38:37Z,568,44,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,97,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p6280,2024-03-18T13:52:38Z,1065,33,Man,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,41,2,3,2,5,2,4,3,3,2,2,2,2,3,3
p6291,2024-04-05T15:32:46Z,998,22,Woman,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,4,77,4,4,3,4,4,4,4,4,3,4,4,4,5,4
p6302,2024-04-04T15:17:19Z,1167,36,Woman,Mixed,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",5,82,3,4,3,4,4,5,3,4,3,4,4,3,4,4
p6307,2024-04-01T19:22:43Z,877,24,Woman,White,United States,United States,United States,English,Student,University Bachelors Degree,4,40,2,2,1,3,4,2,2,1,3,2,2,2,3,3
p6314,2024-04-06T13:48:48Z,983,35,Woman,Black,United States,United States,United States,English,Working full-time,Some University but no degree,6,60,4,3,2,4,4,4,4,4,3,4,3,3,4,3
p6318,2024-03-18T14:04:48Z,661,43,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,50,3,3,2,3,2,3,3,3,4,4,3,3,3,3
p6324,2024-04-02T20:20:34Z,696,33,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,6,83,4,4,3,4,4,4,4,4,4,4,4,4,4,4
p6330,2024-04-28T18:01:20Z,549,26,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,64,2,3,2,4,3,4,4,3,2,4,3,3,4,3
p6331,2024-04-01T18:41:17Z,810,43,Man,White,United States,United States,United States,English,Not currently employed,University Bachelors Degree,2,22,1,3,2,3,4,3,1,1,2,2,2,2,4,2
p6342,2024-03-24T23:44:20Z,956,27,Woman,White,United States,United States,United States,English,Not currently employed,Vocational or Similar,0,20,1,1,1,1,1,2,5,2,2,1,1,1,2,1
p6364,2024-04-01T15:04:48Z,588,40,Non-binary,White,United States,United States,United States,English,Disabled,Some University but no degree,2,61,2,2,1,3,3,4,3,3,3,2,2,1,2,2
p6365,2024-04-05T19:45:27Z,620,24,Woman,Black,United States,United States,United States,English,Working part-time,Vocational or Similar,3,33,1,3,1,5,2,3,1,2,1,3,2,2,4,1
p6367,2024-04-26T22:27:39Z,1165,28,Man,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,2,15,1,2,3,1,2,2,2,1,1,2,1,1,2,2
p6370,2024-04-05T11:05:31Z,1082,28,Man,Asian,United States,United States,United States,English,Working part-time,University Bachelors Degree,2,30,1,2,1,2,2,3,3,3,2,2,1,2,1,1
p6372,2024-03-18T19:21:07Z,486,42,Man,White,United States,United States,United States,English,Working full-time,Completed Secondary School,7,85,3,3,4,4,2,5,3,4,3,4,4,4,3,3
p6377,2024-04-04T09:45:34Z,669,42,Woman,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,85,4,4,4,4,3,4,4,4,4,4,4,4,4,4
p6378,2024-04-02T18:21:40Z,767,52,Woman,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,76,3,5,3,4,2,4,3,3,3,4,4,4,5,5
p6380,2024-05-01T09:09:56Z,728,29,Man,White,United States,United States,United States,English,Working full-time,Vocational or Similar,3,30,2,2,2,4,1,3,2,2,1,2,2,2,4,2
p6388,2024-04-05T19:04:15Z,2396,28,Woman,Mixed,United States,United States,United States,English,Student,University Bachelors Degree,3,51,3,3,3,3,3,4,2,2,2,3,3,2,2,3
p6390,2024-03-24T16:57:38Z,401,32,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,8,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p6393,2024-04-04T00:36:44Z,1161,44,Woman,White,United States,United States,United States,English,Disabled,Vocational or Similar,2,60,3,1,1,3,4,4,2,3,3,3,2,2,4,2
p6410,2024-04-27T22:09:10Z,761,36,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,2,65,3,3,3,4,3,4,3,3,3,3,3,3,4,3
p6418,2024-04-04T21:27:56Z,1144,34,Woman,Black,United States,United States,United States,English,A homemaker or stay-at-home parent,Some University but no degree,4,41,2,2,2,2,3,2,2,3,2,2,3,2,3,2
p6422,2024-04-01T22:17:05Z,1636,61,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,4,67,3,3,3,4,3,5,4,4,4,4,4,3,5,4
p6427,2024-04-05T01:04:33Z,706,29,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,25,2,3,2,2,3,3,3,2,3,3,2,3,4,2
p6434,2024-04-08T13:43:57Z,806,37,Man,White,United States,United States,United States,English,Not currently employed,Some University but no degree,3,40,2,2,1,3,2,3,3,2,2,3,2,3,2,2
